payment|4|4|john|30132.868|-36.87|30095.998
cashOut|4|4|george|33055.718|-343.33|32712.388
payment|4|4|mark|32958.628|-1997.72|30960.908
cashOut|5|5|monica|31718.933|-152.43|31566.503
payment|5|5|mark|30960.908|-1379.14|29581.768
cashIn|5|5|mark|29581.768|942.79|30524.558
transfer|5|5|mark|30524.558|-1721.54|28803.018
payment|5|5|george|32712.388|-2345.49|30366.898
cashIn|5|5|monica|31566.503|4931.44|36497.943
transfer|5|5|jessy|20573.607|-53.85|20519.757
payment|5|5|monica|36497.943|-3467.82|33030.123
cashOut|5|5|john|30095.998|-2643.25|27452.748
cashOut|5|5|jessy|20519.757|-1231.1|19288.657
payment|5|5|george|30366.898|-1882.92|28483.978
cashIn|5|5|monica|33030.123|2178.21|35208.333
cashIn|5|5|monica|35208.333|1874.1|37082.433
payment|5|5|jessy|19288.657|-875.38|18413.277
cashOut|5|5|john|27452.748|-588.13|26864.618
transfer|5|5|john|26864.618|-71.28|26793.338
cashIn|5|5|jessy|18413.277|4408.39|22821.667
transfer|5|5|monica|37082.433|-863.22|36219.213
payment|5|5|jessy|22821.667|-508.61|22313.057
transfer|5|5|mark|28803.018|-1072.71|27730.308
payment|6|6|mark|27730.308|-662.77|27067.538
cashOut|6|6|mark|27067.538|-499.3|26568.238
cashIn|6|6|jessy|22313.057|3258.09|25571.147
cashIn|6|6|mark|26568.238|1186.7|27754.938
cashIn|6|6|george|28483.978|311.66|28795.638
cashIn|6|6|monica|36219.213|4242.91|40462.123
cashOut|6|6|jessy|25571.147|-1547.88|24023.267
cashIn|6|6|monica|40462.123|427.71|40889.833
payment|6|6|john|26793.338|-1464.67|25328.668
cashOut|6|6|monica|40889.833|-633.21|40256.623
cashIn|6|6|monica|40256.623|2528.07|42784.693
cashIn|6|6|monica|42784.693|4878.28|47662.973
transfer|6|6|george|28795.638|-1857.76|26937.878
cashIn|6|6|george|26937.878|1679.93|28617.808
cashIn|6|6|john|25328.668|145.84|25474.508
cashIn|6|6|jessy|24023.267|4747.17|28770.437
cashIn|6|6|george|28617.808|945.45|29563.258
transfer|6|6|jessy|28770.437|-1993.44|26776.997
cashIn|6|6|jessy|26776.997|1372.55|28149.547
cashIn|6|6|monica|47662.973|4685.85|52348.823
cashIn|7|7|monica|52348.823|93.02|52441.843
cashIn|7|7|jessy|28149.547|1517.01|29666.557
cashIn|7|7|john|25474.508|976.29|26450.798
transfer|7|7|george|29563.258|-761.47|28801.788
payment|7|7|jessy|29666.557|-2181.61|27484.947
cashIn|7|7|monica|52441.843|634.07|53075.913
cashIn|7|7|monica|53075.913|1903.38|54979.293
cashIn|7|7|john|26450.798|3114.27|29565.068
transfer|7|7|george|28801.788|-46.45|28755.338
cashOut|7|7|monica|54979.293|-2955.2|52024.093
transfer|7|7|mark|27754.938|-2032.21|25722.728
cashIn|7|7|monica|52024.093|3805.74|55829.833
cashIn|7|7|jessy|27484.947|2335.57|29820.517
cashIn|7|7|jessy|29820.517|4180.81|34001.327
transfer|7|7|john|29565.068|-2809.52|26755.548
cashOut|7|7|jessy|34001.327|-1653.6|32347.727
payment|7|7|john|26755.548|-638.21|26117.338
payment|7|7|mark|25722.728|-1981.79|23740.938
cashOut|7|7|mark|23740.938|-841.13|22899.808
transfer|7|7|john|26117.338|-1810.34|24306.998
payment|8|8|george|28755.338|-567.95|28187.388
transfer|8|8|george|28187.388|-190.43|27996.958
cashOut|8|8|monica|55829.833|-2574.04|53255.793
transfer|8|8|jessy|32347.727|-2816.71|29531.017
cashIn|8|8|george|27996.958|4148.39|32145.348
cashOut|8|8|john|24306.998|-1062.56|23244.438
transfer|8|8|jessy|29531.017|-117.14|29413.877
transfer|8|8|mark|22899.808|-1160.85|21738.958
transfer|8|8|monica|53255.793|-3412.3|49843.493
cashIn|8|8|george|32145.348|3970.19|36115.538
cashIn|8|8|jessy|29413.877|2909.26|32323.137
cashIn|8|8|john|23244.438|2067.92|25312.358
cashIn|8|8|george|36115.538|909.23|37024.768
cashIn|8|8|monica|49843.493|2464.56|52308.053
cashOut|8|8|george|37024.768|-1495.49|35529.278
cashIn|8|8|jessy|32323.137|3063.05|35386.187
transfer|8|8|monica|52308.053|-2322.06|49985.993
transfer|8|8|john|25312.358|-2474.8|22837.558
cashOut|8|8|john|22837.558|-1821.55|21016.008
cashIn|8|8|jessy|35386.187|2472.81|37858.997
cashOut|9|9|jessy|37858.997|-2799.91|35059.087
cashOut|9|9|mark|21738.958|-690.72|21048.238
cashIn|9|9|john|21016.008|2454.42|23470.428
cashOut|9|9|john|23470.428|-504.66|22965.768
cashIn|9|9|jessy|35059.087|3966.71|39025.797
transfer|9|9|monica|49985.993|-1477.57|48508.423
cashIn|9|9|mark|21048.238|3188.25|24236.488
transfer|9|9|monica|48508.423|-3436.37|45072.053
cashOut|9|9|monica|45072.053|-3331.57|41740.483
cashOut|9|9|jessy|39025.797|-3335.85|35689.947
cashOut|9|9|mark|24236.488|-1702.23|22534.258
transfer|9|9|george|35529.278|-1141.78|34387.498
payment|9|9|jessy|35689.947|-955.43|34734.517
transfer|9|9|george|34387.498|-576.26|33811.238
cashIn|9|9|mark|22534.258|942.64|23476.898
payment|9|9|mark|23476.898|-814.42|22662.478
cashIn|9|9|mark|22662.478|1071.86|23734.338
cashOut|9|9|monica|41740.483|-4074.65|37665.833
cashOut|9|9|john|22965.768|-1245.04|21720.728
cashIn|9|9|john|21720.728|858.56|22579.288
cashOut|10|10|george|33811.238|-682.3|33128.938
cashIn|10|10|george|33128.938|43.19|33172.128
transfer|10|10|monica|37665.833|-2391.08|35274.753
cashIn|10|10|monica|35274.753|2296.49|37571.243
cashOut|10|10|jessy|34734.517|-2562.01|32172.507
cashIn|10|10|monica|37571.243|1343.76|38915.003
transfer|10|10|john|22579.288|-826.52|21752.768
cashIn|10|10|george|33172.128|661.37|33833.498
transfer|10|10|monica|38915.003|-2596.84|36318.163
payment|10|10|john|21752.768|-1408.65|20344.118
cashIn|10|10|george|33833.498|1103.52|34937.018
cashIn|10|10|jessy|32172.507|383.5|32556.007
payment|10|10|john|20344.118|-1414.44|18929.678
cashOut|10|10|john|18929.678|-660.64|18269.038
cashIn|10|10|mark|23734.338|4992.79|28727.128
transfer|10|10|jessy|32556.007|-2812.22|29743.787
cashOut|10|10|george|34937.018|-3024.07|31912.948
cashOut|10|10|mark|28727.128|-1277.73|27449.398
cashOut|10|10|jessy|29743.787|-1759.74|27984.047
transfer|10|10|george|31912.948|-158.01|31754.938
transfer|11|11|john|18269.038|-56.69|18212.348
payment|11|11|george|31754.938|-279.83|31475.108
cashIn|11|11|mark|27449.398|4989.99|32439.388
payment|11|11|jessy|27984.047|-2592.36|25391.687
cashOut|11|11|john|18212.348|-1698.95|16513.398
cashOut|11|11|john|16513.398|-907.76|15605.638
transfer|11|11|mark|32439.388|-2158.51|30280.878
payment|11|11|monica|36318.163|-2237.05|34081.113
cashIn|11|11|john|15605.638|3310.14|18915.778
payment|11|11|john|18915.778|-1162.08|17753.698
cashIn|11|11|george|31475.108|2968.82|34443.928
payment|11|11|mark|30280.878|-578.61|29702.268
cashOut|11|11|jessy|25391.687|-855.83|24535.857
cashIn|11|11|mark|29702.268|302.51|30004.778
cashOut|11|11|monica|34081.113|-1188.82|32892.293
transfer|11|11|jessy|24535.857|-1177.12|23358.737
cashOut|11|11|john|17753.698|-965.25|16788.448
cashIn|11|11|john|16788.448|2180.22|18968.668
cashIn|11|11|george|34443.928|3083.4|37527.328
cashOut|11|11|john|18968.668|-1708.1|17260.568
cashOut|12|12|john|17260.568|-943.78|16316.788
payment|12|12|mark|30004.778|-221.51|29783.268
cashOut|12|12|mark|29783.268|-2585.12|27198.148
cashIn|12|12|monica|32892.293|2313.16|35205.453
transfer|12|12|jessy|23358.737|-449.01|22909.727
payment|12|12|monica|35205.453|-2690.61|32514.843
payment|12|12|john|16316.788|-1115.04|15201.748
cashIn|12|12|mark|27198.148|4353.72|31551.868
cashIn|12|12|mark|31551.868|2035.29|33587.158
cashIn|12|12|john|15201.748|2168.84|17370.588
payment|12|12|monica|32514.843|-2959.69|29555.153
cashIn|12|12|monica|29555.153|3802.09|33357.243
payment|12|12|john|17370.588|-697.33|16673.258
cashOut|12|12|john|16673.258|-880.69|15792.568
cashIn|12|12|george|37527.328|3260.35|40787.678
cashIn|12|12|monica|33357.243|4935.08|38292.323
transfer|12|12|john|15792.568|-1198.01|14594.558
payment|12|12|john|14594.558|-416.98|14177.578
cashIn|12|12|mark|33587.158|4881.09|38468.248
cashIn|12|12|monica|38292.323|2270.09|40562.413
cashIn|13|13|john|14177.578|3477.24|17654.818
cashOut|13|13|mark|38468.248|-3676.37|34791.878
payment|13|13|monica|40562.413|-1224.6|39337.813
transfer|13|13|george|40787.678|-1145.81|39641.868
cashIn|13|13|george|39641.868|4195.25|43837.118
payment|13|13|monica|39337.813|-1910.89|37426.923
payment|13|13|monica|37426.923|-2541.8|34885.123
cashIn|13|13|mark|34791.878|4424.43|39216.308
cashIn|13|13|john|17654.818|4703.41|22358.228
transfer|13|13|mark|39216.308|-314.66|38901.648
cashOut|13|13|monica|34885.123|-1337.85|33547.273
cashOut|13|13|mark|38901.648|-161.94|38739.708
cashIn|13|13|john|22358.228|2778.64|25136.868
transfer|13|13|jessy|22909.727|-1101.26|21808.467
payment|13|13|monica|33547.273|-2168.41|31378.863
cashIn|13|13|john|25136.868|4777.08|29913.948
transfer|13|13|george|43837.118|-2891.5|40945.618
cashOut|13|13|jessy|21808.467|-1644.52|20163.947
cashIn|13|13|monica|31378.863|1010.01|32388.873
cashOut|13|13|george|40945.618|-3818.85|37126.768
cashIn|14|14|monica|32388.873|706.41|33095.283
cashOut|14|14|george|37126.768|-1490.82|35635.948
cashOut|14|14|monica|33095.283|-1297.52|31797.763
cashIn|14|14|jessy|20163.947|623.57|20787.517
cashIn|14|14|mark|38739.708|510.41|39250.118
cashIn|14|14|john|29913.948|2351.38|32265.328
cashOut|14|14|george|35635.948|-3401.89|32234.058
cashOut|14|14|john|32265.328|-2953.38|29311.948
payment|14|14|john|29311.948|-1244.42|28067.528
transfer|14|14|george|32234.058|-832.01|31402.048
cashIn|14|14|monica|31797.763|3280.69|35078.453
cashOut|14|14|jessy|20787.517|-1485.83|19301.687
payment|14|14|john|28067.528|-1626.92|26440.608
payment|14|14|george|31402.048|-1631.32|29770.728
cashIn|14|14|mark|39250.118|1656.17|40906.288
cashIn|14|14|jessy|19301.687|1652.07|20953.757
transfer|14|14|mark|40906.288|-2649.28|38257.008
cashOut|14|14|george|29770.728|-2942.71|26828.018
transfer|14|14|jessy|20953.757|-144.45|20809.307
payment|14|14|john|26440.608|-1439.29|25001.318
payment|15|15|john|25001.318|-2072.9|22928.418
cashIn|15|15|john|22928.418|3100.47|26028.888
transfer|15|15|mark|38257.008|-629.63|37627.378
cashIn|15|15|john|26028.888|4453.8|30482.688
cashOut|15|15|george|26828.018|-996.81|25831.208
payment|15|15|jessy|20809.307|-694.91|20114.397
cashOut|15|15|mark|37627.378|-3558.98|34068.398
transfer|15|15|mark|34068.398|-3036.19|31032.208
cashIn|15|15|mark|31032.208|52.19|31084.398
cashIn|15|15|george|25831.208|1280.57|27111.778
payment|15|15|john|30482.688|-621.77|29860.918
transfer|15|15|jessy|20114.397|-1955.38|18159.017
cashOut|15|15|jessy|18159.017|-1129.55|17029.467
cashIn|15|15|john|29860.918|4337.26|34198.178
cashIn|15|15|jessy|17029.467|4601.08|21630.547
cashIn|15|15|mark|31084.398|2393.95|33478.348
payment|15|15|george|27111.778|-874.46|26237.318
transfer|15|15|john|34198.178|-2648.38|31549.798
payment|15|15|monica|35078.453|-232.42|34846.033
payment|15|15|mark|33478.348|-2554.44|30923.908
transfer|16|16|mark|30923.908|-1666.47|29257.438
cashIn|16|16|monica|34846.033|2430.81|37276.843
transfer|16|16|george|26237.318|-874.15|25363.168
cashIn|16|16|jessy|21630.547|773.2|22403.747
payment|16|16|mark|29257.438|-1512.98|27744.458
transfer|16|16|george|25363.168|-1502.25|23860.918
cashIn|16|16|mark|27744.458|3112.76|30857.218
cashIn|16|16|monica|37276.843|1230.34|38507.183
cashIn|16|16|mark|30857.218|4697.83|35555.048
payment|16|16|mark|35555.048|-2132.35|33422.698
cashOut|16|16|john|31549.798|-972.53|30577.268
cashOut|16|16|mark|33422.698|-2945.02|30477.678
transfer|16|16|john|30577.268|-343.34|30233.928
transfer|16|16|john|30233.928|-834.91|29399.018
payment|16|16|george|23860.918|-844.99|23015.928
payment|16|16|george|23015.928|-1041.24|21974.688
transfer|16|16|george|21974.688|-827.75|21146.938
cashOut|16|16|john|29399.018|-2423.92|26975.098
payment|16|16|monica|38507.183|-3700.3|34806.883
cashOut|16|16|jessy|22403.747|-99.39|22304.357
payment|17|17|mark|30477.678|-556.65|29921.028
payment|17|17|john|26975.098|-970.14|26004.958
cashIn|17|17|john|26004.958|289.19|26294.148
cashIn|17|17|john|26294.148|346.8|26640.948
cashIn|17|17|monica|34806.883|940.18|35747.063
cashIn|17|17|john|26640.948|2669.93|29310.878
cashIn|17|17|jessy|22304.357|4887.14|27191.497
transfer|17|17|monica|35747.063|-239.56|35507.503
cashIn|17|17|jessy|27191.497|3199.75|30391.247
cashIn|17|17|mark|29921.028|4289.89|34210.918
cashOut|17|17|john|29310.878|-1254.92|28055.958
cashIn|17|17|monica|35507.503|1112.6|36620.103
cashIn|17|17|mark|34210.918|4533.98|38744.898
cashIn|17|17|monica|36620.103|297.74|36917.843
transfer|17|17|john|28055.958|-2781.55|25274.408
cashOut|17|17|mark|38744.898|-261.18|38483.718
cashIn|17|17|jessy|30391.247|4561.24|34952.487
cashIn|17|17|george|21146.938|3799.58|24946.518
cashIn|17|17|mark|38483.718|2093.09|40576.808
cashIn|17|17|monica|36917.843|3552.99|40470.833
cashIn|18|18|john|25274.408|1325.04|26599.448
cashOut|18|18|john|26599.448|-939.27|25660.178
cashOut|18|18|monica|40470.833|-1970.6|38500.233
cashOut|18|18|george|24946.518|-730.41|24216.108
cashIn|18|18|jessy|34952.487|826.11|35778.597
cashOut|18|18|mark|40576.808|-1817.11|38759.698
payment|18|18|monica|38500.233|-235.37|38264.863
cashIn|18|18|mark|38759.698|2690.0|41449.698
cashOut|18|18|john|25660.178|-130.59|25529.588
payment|18|18|george|24216.108|-1391.93|22824.178
cashOut|18|18|mark|41449.698|-1321.41|40128.288
cashIn|18|18|john|25529.588|499.76|26029.348
cashIn|18|18|mark|40128.288|4586.28|44714.568
cashOut|18|18|john|26029.348|-2099.03|23930.318
cashIn|18|18|mark|44714.568|3873.69|48588.258
transfer|18|18|monica|38264.863|-3817.54|34447.323
payment|18|18|mark|48588.258|-676.77|47911.488
transfer|18|18|jessy|35778.597|-1370.7|34407.897
cashIn|18|18|mark|47911.488|4173.61|52085.098
cashOut|18|18|george|22824.178|-291.75|22532.428
cashIn|19|19|monica|34447.323|3385.71|37833.033
transfer|19|19|john|23930.318|-606.5|23323.818
transfer|19|19|mark|52085.098|-2940.04|49145.058
cashIn|19|19|jessy|34407.897|3431.84|37839.737
transfer|19|19|jessy|37839.737|-3647.34|34192.397
transfer|19|19|jessy|34192.397|-1727.08|32465.317
payment|19|19|monica|37833.033|-2059.19|35773.843
transfer|19|19|mark|49145.058|-587.17|48557.888
cashOut|19|19|jessy|32465.317|-2496.23|29969.087
payment|19|19|john|23323.818|-1467.82|21855.998
transfer|19|19|jessy|29969.087|-2625.18|27343.907
payment|19|19|george|22532.428|-138.09|22394.338
transfer|19|19|george|22394.338|-2146.88|20247.458
cashOut|19|19|john|21855.998|-1151.54|20704.458
transfer|19|19|john|20704.458|-1257.39|19447.068
payment|19|19|mark|48557.888|-4089.83|44468.058
payment|19|19|george|20247.458|-1497.02|18750.438
transfer|19|19|monica|35773.843|-2026.86|33746.983
cashIn|19|19|jessy|27343.907|2683.97|30027.877
payment|19|19|monica|33746.983|-1474.01|32272.973
cashIn|20|20|jessy|30027.877|2246.62|32274.497
cashOut|20|20|george|18750.438|-1244.9|17505.538
transfer|20|20|mark|44468.058|-3513.79|40954.268
cashIn|20|20|george|17505.538|2441.25|19946.788
payment|20|20|john|19447.068|-338.52|19108.548
transfer|20|20|george|19946.788|-1626.43|18320.358
cashOut|20|20|jessy|32274.497|-1114.78|31159.717
cashIn|20|20|george|18320.358|1520.64|19840.998
cashIn|20|20|george|19840.998|2908.49|22749.488
cashOut|20|20|george|22749.488|-660.14|22089.348
cashOut|20|20|george|22089.348|-1914.33|20175.018
cashOut|20|20|mark|40954.268|-3051.08|37903.188
transfer|20|20|mark|37903.188|-3318.33|34584.858
cashIn|20|20|jessy|31159.717|4457.15|35616.867
cashIn|20|20|jessy|35616.867|2302.9|37919.767
cashIn|20|20|george|20175.018|2765.64|22940.658
payment|20|20|jessy|37919.767|-817.07|37102.697
cashIn|20|20|monica|32272.973|3946.02|36218.993
cashOut|20|20|mark|34584.858|-1159.71|33425.148
cashIn|20|20|george|22940.658|4209.21|27149.868
cashOut|21|21|george|27149.868|-2234.57|24915.298
payment|21|21|jessy|37102.697|-3521.68|33581.017
cashIn|21|21|george|24915.298|1332.73|26248.028
transfer|21|21|george|26248.028|-1906.16|24341.868
transfer|21|21|john|19108.548|-1057.32|18051.228
transfer|21|21|monica|36218.993|-2493.06|33725.933
payment|21|21|george|24341.868|-656.81|23685.058
cashOut|21|21|george|23685.058|-1489.49|22195.568
cashIn|21|21|jessy|33581.017|2349.47|35930.487
cashIn|21|21|john|18051.228|1597.23|19648.458
cashIn|21|21|mark|33425.148|3307.84|36732.988
cashOut|21|21|mark|36732.988|-12.3|36720.688
payment|21|21|george|22195.568|-838.34|21357.228
cashOut|21|21|john|19648.458|-1174.47|18473.988
payment|21|21|george|21357.228|-1993.81|19363.418
cashOut|21|21|jessy|35930.487|-275.74|35654.747
cashIn|21|21|mark|36720.688|3121.66|39842.348
payment|21|21|monica|33725.933|-815.5|32910.433
payment|21|21|john|18473.988|-1062.57|17411.418
payment|21|21|monica|32910.433|-401.98|32508.453
cashIn|22|22|mark|39842.348|3484.14|43326.488
transfer|22|22|mark|43326.488|-4106.5|39219.988
transfer|22|22|monica|32508.453|-880.17|31628.283
cashIn|22|22|george|19363.418|4954.05|24317.468
payment|22|22|monica|31628.283|-1328.38|30299.903
cashOut|22|22|john|17411.418|-1568.31|15843.108
cashIn|22|22|monica|30299.903|4748.16|35048.063
cashIn|22|22|monica|35048.063|2353.43|37401.493
cashIn|22|22|mark|39219.988|352.03|39572.018
cashIn|22|22|jessy|35654.747|1542.94|37197.687
payment|22|22|john|15843.108|-1426.62|14416.488
cashOut|22|22|john|14416.488|-263.16|14153.328
cashIn|22|22|jessy|37197.687|3153.01|40350.697
cashOut|22|22|john|14153.328|-1025.0|13128.328
cashIn|22|22|monica|37401.493|3175.45|40576.943
payment|22|22|george|24317.468|-804.78|23512.688
cashIn|22|22|george|23512.688|189.65|23702.338
cashIn|22|22|george|23702.338|1518.0|25220.338
transfer|22|22|jessy|40350.697|-3166.49|37184.207
cashOut|22|22|jessy|37184.207|-1825.48|35358.727
cashIn|23|23|jessy|35358.727|4666.59|40025.317
cashIn|23|23|john|13128.328|1639.42|14767.748
transfer|23|23|george|25220.338|-58.8|25161.538
cashOut|23|23|mark|39572.018|-676.69|38895.328
payment|23|23|george|25161.538|-350.42|24811.118
cashIn|23|23|george|24811.118|949.3|25760.418
cashIn|23|23|john|14767.748|549.53|15317.278
cashOut|23|23|mark|38895.328|-160.33|38734.998
payment|23|23|mark|38734.998|-1544.13|37190.868
payment|23|23|george|25760.418|-2143.38|23617.038
cashIn|23|23|john|15317.278|1504.56|16821.838
cashIn|23|23|george|23617.038|3260.11|26877.148
transfer|23|23|george|26877.148|-1020.31|25856.838
cashOut|23|23|jessy|40025.317|-2831.55|37193.767
cashIn|23|23|mark|37190.868|4801.09|41991.958
cashOut|23|23|jessy|37193.767|-1947.67|35246.097
cashIn|23|23|john|16821.838|1943.52|18765.358
cashIn|23|23|george|25856.838|3276.3|29133.138
cashOut|23|23|jessy|35246.097|-1112.72|34133.377
payment|23|23|jessy|34133.377|-1159.67|32973.707
cashIn|24|24|mark|41991.958|2690.53|44682.488
cashOut|24|24|john|18765.358|-75.16|18690.198
cashIn|24|24|george|29133.138|4964.84|34097.978
cashIn|24|24|mark|44682.488|4947.36|49629.848
cashIn|24|24|monica|40576.943|3646.46|44223.403
transfer|24|24|george|34097.978|-456.62|33641.358
cashIn|24|24|john|18690.198|1119.91|19810.108
payment|24|24|mark|49629.848|-2266.81|47363.038
payment|24|24|monica|44223.403|-4353.72|39869.683
cashIn|24|24|john|19810.108|1144.8|20954.908
transfer|24|24|jessy|32973.707|-1151.11|31822.597
payment|24|24|mark|47363.038|-1307.35|46055.688
payment|24|24|monica|39869.683|-3611.36|36258.323
cashIn|24|24|mark|46055.688|3734.32|49790.008
cashIn|24|24|jessy|31822.597|2934.84|34757.437
cashIn|24|24|george|33641.358|1005.68|34647.038
cashIn|24|24|jessy|34757.437|95.87|34853.307
payment|24|24|john|20954.908|-771.89|20183.018
cashOut|24|24|john|20183.018|-931.01|19252.008
transfer|24|24|monica|36258.323|-145.89|36112.433
payment|25|25|jessy|34853.307|-244.09|34609.217
cashIn|25|25|jessy|34609.217|1918.78|36527.997
payment|25|25|george|34647.038|-1839.57|32807.468
cashIn|25|25|monica|36112.433|2155.81|38268.243
cashIn|25|25|mark|49790.008|1234.54|51024.548
cashIn|25|25|john|19252.008|1263.41|20515.418
transfer|25|25|jessy|36527.997|-2356.16|34171.837
transfer|25|25|monica|38268.243|-376.33|37891.913
cashIn|25|25|john|20515.418|4310.7|24826.118
transfer|25|25|monica|37891.913|-821.76|37070.153
payment|25|25|john|24826.118|-2474.44|22351.678
cashOut|25|25|george|32807.468|-2798.27|30009.198
transfer|25|25|john|22351.678|-1102.76|21248.918
cashIn|25|25|monica|37070.153|3408.07|40478.223
cashIn|25|25|george|30009.198|2744.62|32753.818
cashIn|25|25|monica|40478.223|4638.76|45116.983
cashIn|25|25|jessy|34171.837|3867.54|38039.377
cashIn|25|25|mark|51024.548|3046.66|54071.208
transfer|25|25|john|21248.918|-1379.47|19869.448
cashIn|25|25|jessy|38039.377|271.31|38310.687
cashOut|26|26|john|19869.448|-352.5|19516.948
cashIn|26|26|george|32753.818|2290.27|35044.088
transfer|26|26|john|19516.948|-248.8|19268.148
payment|26|26|john|19268.148|-932.66|18335.488
cashIn|26|26|john|18335.488|3326.12|21661.608
cashOut|26|26|monica|45116.983|-3013.1|42103.883
payment|26|26|george|35044.088|-1998.21|33045.878
cashIn|26|26|jessy|38310.687|1242.27|39552.957
cashOut|26|26|monica|42103.883|-3071.4|39032.483
cashIn|26|26|john|21661.608|412.11|22073.718
cashOut|26|26|mark|54071.208|-2011.44|52059.768
payment|26|26|monica|39032.483|-715.8|38316.683
cashIn|26|26|monica|38316.683|3857.44|42174.123
transfer|26|26|john|22073.718|-1869.1|20204.618
transfer|26|26|john|20204.618|-612.49|19592.128
cashIn|26|26|mark|52059.768|994.26|53054.028
transfer|26|26|mark|53054.028|-2295.35|50758.678
payment|26|26|george|33045.878|-1511.7|31534.178
cashOut|26|26|john|19592.128|-924.13|18667.998
cashOut|26|26|john|18667.998|-1683.99|16984.008
cashIn|27|27|monica|42174.123|1630.19|43804.313
cashIn|27|27|george|31534.178|411.03|31945.208
transfer|27|27|monica|43804.313|-676.9|43127.413
cashIn|27|27|jessy|39552.957|4774.9|44327.857
transfer|27|27|john|16984.008|-1262.77|15721.238
cashIn|27|27|monica|43127.413|2996.35|46123.763
cashIn|27|27|george|31945.208|2581.34|34526.548
cashOut|27|27|john|15721.238|-1033.4|14687.838
